Release_Date,Title,Production company,Cast and crew,Genre
9-Aug-13,Elysium,TriStar Pictures / Media Rights Capital,"Neill Blomkamp (director/screenplay); Matt Damon, Jodie Foster, Sharlto Copley, Wagner Moura, Alice Braga, Diego Luna, William Fichtner",
9-Aug-13,Planes,Walt Disney Pictures,"Klay Hall (director), Jeffrey M. Howard (screenplay); Dane Cook, Stacy Keach, Brad Garrett, Priyanka Chopra, Carlos Alazraqui, Roger Craig Smith, Teri Hatcher, David Croft, Julia Louis-Dreyfus, John Cleese, Colin Cowherd, Sinbad, Gabriel Iglesias, Oliver Kalkofe, Brent Musburger",
9-Aug-13,Thalaivaa,Sri Mishri Productions,"A. L. Vijay (director/screenplay); Vijay, Sathyaraj, Amala Paul, Ragini Nandwani, N. Santhanam, Rajiv Pillai, Abhimanyu Singh",
14-Aug-13,Kick-Ass 2,Universal Pictures / Marv Films,"Jeff Wadlow (director/screenplay); Matthew Vaughn (screenplay); Aaron Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, John Leguizamo, Donald Faison, Robert Emms, Morris Chestnut, Lyndsy Fonseca, Lindy Booth, Jim Carrey, Clark Duke, Olga Kurkulina",
16-Aug-13,Ain't Them Bodies Saints,IFC Films,"David Lowery (director/screenplay); Casey Affleck, Rooney Mara, Ben Foster, Rami Malek, Keith Carradine, Nate Parker",
16-Aug-13,The Butler,The Weinstein Company,"Lee Daniels (director); Danny Strong (screenplay); Forest Whitaker, Oprah Winfrey, David Oyelowo, Liam Neeson, John Cusack, Alan Rickman, Jane Fonda, Robin Williams, James Marsden, Aml Ameen, Liev Schreiber",
16-Aug-13,Jobs,Open Road Films,"Joshua Michael Stern (director/screenplay); Matthew Whitely (screenplay); Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas, J. K. Simmons, Matthew Modine, Victor Rasuk, Ron Eldard, David Denman, Ahna O'Reilly, John Getz, Nelson Franklin, Lesley Ann Warren, Elden Henson, Kevin Dunn, James Woods, Brad William Henke",
16-Aug-13,Paranoia,Relativity Media / Reliance Entertainment / IM Global / Demarest Films,"Robert Luketic (director); Barry Levy, Jason Dean Hall (screenplay); Liam Hemsworth, Harrison Ford, Gary Oldman, Lucas Till, Embeth Davidtz, Josh Holloway, Domenick Lombardozzi, Amber Heard, Julian McMahon, Richard Dreyfuss",
21-Aug-13,The Mortal Instruments: City of Bones,Screen Gems / Constantin Film / Unique Features,"Harald Zwart (director); Jessica Postigo, I. Marlene King (screenplay); Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West, Kevin Durand, Robert Maillet, Lena Headey, Jared Harris, Godfrey Gao, Jonathan Rhys Meyers, Aidan Turner",
23-Aug-13,Drinking Buddies,Magnolia Pictures,"Joe Swanberg (director/screenplay); Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston, Ti West",
23-Aug-13,Scenic Route,Vertical Entertainment,"Kevin Goetz, Michael Goetz (director); Kyle Killen (screenplay); Josh Duhamel, Dan Fogler, Miracle Laurie, Peter Michael Goetz, Christie Burson, Jamie Donovan, Ethan Maher",
23-Aug-13,Short Term 12,Cinedigm Entertainment,"Destin Daniel Cretton (director/screenplay); Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Melora Walters, Stephanie Beatriz, Lydia Du Veaux, Alex Calloway, Frantz Turner, Lakeith Stanfield, Kevin Hernandez",
23-Aug-13,You're Next,Lionsgate,"Adam Wingard (director); Simon Barrett (screenplay); Sharni Vinson, Joe Swanberg, A. J. Bowen, Nicholas Tucci, Barbara Crampton",
28-Aug-13,Closed Circuit,Focus Features / Working Title Films,"John Crowley (director); Steven Knight (screenplay); Eric Bana, Rebecca Hall, Isaac Hempstead Wright, Riz Ahmed, Jim Broadbent, Kenneth Cranham, Anne-Marie Duff, Ciarán Hinds, Julia Stiles",
29-Aug-13,One Direction: This Is Us,TriStar Pictures,"Morgan Spurlock (director); Harry Styles, Niall Horan, Louis Tomlinson, Zayn Malik, Liam Payne",
30-Aug-13,Getaway,Warner Bros. Pictures / Dark Castle Entertainment / After Dark Films,"Courtney Solomon, Yaron Levy (directors); Sean Finegan, Gregg Maxwell Parker (screenplay); Ethan Hawke, Selena Gomez, Jon Voight, James Maslow",
30-Aug-13,The Lifeguard,Screen Media Films,"Liz W. Garcia (director/screenplay); Kristen Bell, David Lambert, Mamie Gummer, Martin Starr, Alex Shaffer, Joshua Harto, Amy Madigan, John Finn, Sendhil Ramamurthy, Adam LeFevre",
2-Sep-13,The Zero Theorem,Stage 6 Films,"Terry Gilliam (director), Pat Rushin (screenplay); Christoph Waltz, Mélanie Thierry, David Thewlis, Lucas Hedges",
4-Sep-13,About Time,Universal Pictures / Relativity Media / Working Title Films,"Richard Curtis (director/screenplay); Domhnall Gleeson, Rachel McAdams, Bill Nighy, Tom Hollander, Margot Robbie",
6-Sep-13,Hell Baby,Gravitas Ventures,"Robert Ben Garant, Thomas Lennon (director/screenplay); Rob Corddry, Leslie Bibb, Keegan-Michael Key, Riki Lindhome, Paul Scheer, Rob Huebel, Ben Garant, Thomas Lennon, Michael Ian Black, Kumail Nanjiani",
6-Sep-13,Riddick,Universal Pictures / One Race Films,"David Twohy (director/screenplay); Vin Diesel, Karl Urban, Katee Sackhoff, Dave Bautista, Matthew Nable, Jordi Mollà, Bokeem Woodbine, Raoul Trujillo, Nolan Gerard Funk, Noah Danby, Keri Hilson",
6-Sep-13,Shuddh Desi Romance,Yash Raj Films,"Maneesh Sharma (director); Jaideep Sahni (screenplay); Sushant Singh Rajput, Parineeti Chopra, Vaani Kapoor, Rishi Kapoor, Tarun Vyas",
6-Sep-13,Touchy Feely,Magnolia Pictures,"Lynn Shelton (director/screenplay); Rosemarie DeWitt, Ellen Page, Allison Janney, Ron Livingston, Scoot McNairy, Josh Pais",
9-Sep-13,August: Osage County,The Weinstein Company,"John Wells (director); Tracy Letts (screenplay); Julia Roberts, Meryl Streep, Benedict Cumberbatch, Margo Martindale, Chris Cooper, Sam Shepard, Misty Upham",
13-Sep-13,The Family,Relativity Media / EuropaCorp,"Luc Besson (director/screenplay); Michael Caleo (screenplay); Robert De Niro, Michelle Pfeiffer, Dianna Agron, Tommy Lee Jones, Vincent Pastore",
13-Sep-13,Insidious: Chapter 2,FilmDistrict / Blumhouse Productions,"James Wan (director); Leigh Whannell (screenplay); Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins",
17-Sep-13,Dick Figures: The Movie,Mondo Media,"Ed Skudder, Zack Keller (director and screenplay); Ed Skudder, Zack Keller, Eric Bauza, Ben Tuller, Shea Carter, Mike Nassar, Chad Quandt, and Lauren K. Sokolov",
20-Sep-13,Battle of the Year,Screen Gems,"Benson Lee (director); Brin Hill, Chris Parker (screenplay); Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz, Chris Brown, Terrence Jenkins, Luis Rosado, Weronika Rosati, Jesse Erwin, Ivan Velez, Steve Terada",
20-Sep-13,Enough Said,Fox Searchlight Pictures,"Nicole Holofcener (director); Anthony Bregman, Stefanie Azpiazu (screenplay); James Gandolfini, Julia Louis-Dreyfus, Toni Collette, Catherine Keener, Ben Falcone, Toby Huss, Michaela Watkins",
20-Sep-13,Prisoners,Warner Bros. Pictures / Alcon Entertainment,"Denis Villeneuve (director); Aaron Guzikowski (screenplay); Jake Gyllenhaal, Hugh Jackman, Paul Dano, Melissa Leo, Viola Davis, Maria Bello, Terrence Howard",
20-Sep-13,Rush,Universal Pictures / Cross Creek Pictures / Exclusive Media / Working Title Films / Imagine Entertainment,"Ron Howard (director); Peter Morgan (screenplay); Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino",
20-Sep-13,Sunshine on Leith,Entertainment One,"Dexter Fletcher (director); George Mackay, Kevin Guthrie, Antonia Thomas, Freya Mavor, Peter Mullan, Jane Horrocks, Jason Flemyng, Craig Reid",
20-Sep-13,The Wizard of Oz 3D,Warner Bros. Pictures / Metro-Goldwyn-Mayer,"Victor Fleming (director); Noel Langley, Florence Ryerson, Edgar Allan Woolf (screenplay); Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Clara Blandick, Pat Walshe, Terry",
27-Sep-13,Baggage Claim,Fox Searchlight Pictures,"David E. Talbert (director/screenplay); Paula Patton, Trey Songz, Adam Brody, Djimon Hounsou, Christina Milian, Taye Diggs",
27-Sep-13,Cloudy with a Chance of Meatballs 2,Columbia Pictures / Sony Pictures Animation,"Cody Cameron, Kris Pearn (directors); John Francis Daley, Jonathan M. Goldstein, Erica Rivinoja (screenplay); Bill Hader, Anna Faris, James Caan, Neil Patrick Harris, Andy Samberg, Kristen Schaal, Benjamin Bratt, Terry Crews, Will Forte, Khamani Griffin, Cody Cameron",
27-Sep-13,Don Jon,Relativity Media,"Joseph Gordon-Levitt (director/screenplay); Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Rob Brown, Glenne Headly, Tony Danza, Brie Larson",
27-Sep-13,Metallica Through the Never,Picturehouse,"Nimród Antal (director/screenplay); Dane DeHaan, Lars Ulrich, Kirk Hammett, James Hetfield, Robert Trujillo",
27-Sep-13,Ramayya Vasthavayya,Sri Venkateswara Creations,"Harish Shankar (director/screenplay); N. T. Rama Rao Jr., Samantha Ruth Prabhu, Shruti Haasan, Vidyullekha Raman, Rao Ramesh",
27-Sep-13,Runner Runner,20th Century Fox / Regency Enterprises,"Brad Furman (director); Brian Koppelman, David Levien (screenplay); Ben Affleck, Justin Timberlake, Gemma Arterton, Anthony Mackie",
1-Oct-13,1,Exclusive Media,Paul Crowder (director); Mark Monroe (screenplay); Michael Fassbender,
4-Oct-13,Grace Unplugged,Roadside Attractions,"Brad J. Silverman (director); AJ Michalka, James Denton, Kevin Pollak, Shawnee Smith, Chris Ellis, Michael Welch, Jamie Grace",
4-Oct-13,Gravity,Warner Bros. Pictures,"Alfonso Cuarón (director/screenplay); Jonas Cuaron (screenplay); Sandra Bullock, George Clooney",
11-Oct-13,Captain Phillips,Columbia Pictures,"Paul Greengrass (director); Billy Ray (screenplay); Tom Hanks, Catherine Keener, Max Martini, Yul Vazquez, Michael Chernus, Chris Mulkey, Corey Johnson, David Warshofsky, John Magaro, Angus MacInnes",
11-Oct-13,The Devil's Rapture,LD Entertainment,"Christian E. Christiansen (director); Karl Mueller (screenplay); Jennifer Carpenter, Alycia Debnam-Carey, Rufus Sewell, Thomas McDonell, Adelaide Kane, Leah Pipes, Colm Meaney, Stacey Edwards, Ric Reitz",
11-Oct-13,The Fifth Estate,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment / Participant Media,"Bill Condon (director); Josh Singer (screenplay); Benedict Cumberbatch, Daniel Brühl, Laura Linney, Anthony Mackie, David Thewlis, Stanley Tucci, Peter Capaldi, Alicia Vikander, Carice van Houten, Dan Stevens",
11-Oct-13,Machete Kills,Open Road Films,"Robert Rodriguez (director); Kyle Ward (screenplay); Amber Heard, Mel Gibson, Sofía Vergara, Jessica Alba, Danny Trejo, Carlos Estevez, Alexa Vega, Michelle Rodriguez, Vanessa Hudgens, Antonio Banderas, Cuba Gooding Jr., William Sadler, Lady Gaga, Demián Bichir, Marko Zaror",
18-Oct-13,12 Years a Slave,Fox Searchlight Pictures / Regency Enterprises / River Road Entertainment / Plan B Entertainment / Film4 Productions,"Steve McQueen (director); John Ridley (screenplay); Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Dano, Paul Giamatti, Lupita Nyong'o, Brad Pitt, Alfre Woodard, Sarah Paulson",
18-Oct-13,Escape Plan,Summit Entertainment,"Mikael Håfström (director); Miles Chapman, Jason Keller (screenplay); Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Vincent D'Onofrio, 50 Cent, Vinnie Jones, Amy Ryan",
18-Oct-13,Carrie,Screen Gems / Metro-Goldwyn-Mayer,"Kimberly Peirce (director); Lawrence D. Cohen, Roberto Aguirre-Sacasa (screenplay); Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday, Judy Greer, Ansel Elgort, Alex Russell, Cynthia Preston, Michelle Nolden",
18-Oct-13,I'm in Love with a Church Girl,Reverence Gospel Media Films,"Steve Race (director); Galley Molina (screenplay); Ja Rule, Adrienne Bailon, Vincent Pastore, TobyMac, T-Bone, Michael Madsen, Stephen Baldwin",
22-Oct-13,Thor: The Dark World,Marvel Studios,"Alan Taylor (director); Christopher Yost, Stephen McFeely, Christopher Markus (screenplay); Chris Hemsworth, Natalie Portman, Tom Hiddleston, Jaimie Alexander, Idris Elba, Zachary Levi, Stellan Skarsgård, Anthony Hopkins, Ray Stevenson, Tadanobu Asano, Christopher Eccleston, Kat Dennings, Adewale Akinnuoye-Agbaje, Rene Russo",
25-Oct-13,Bastards,Sundance Selects,"Claire Denis (director/screenplay); Jean-Pol Fargeau (screenplay); Vincent Lindon, Chiara Mastroianni",
25-Oct-13,Blue Is the Warmest Colour,IFC Films,"Abdellatif Kechiche (director/screenplay); Ghalia Lacroix (screenplay); Léa Seydoux, Adèle Exarchopoulos",
25-Oct-13,The Counselor,Fox 2000 Pictures / Scott Free Productions,"Ridley Scott (director); Cormac McCarthy (screenplay); Brad Pitt, Michael Fassbender, Javier Bardem, Cameron Diaz, Penélope Cruz, Natalie Dormer, John Leguizamo, Dean Norris",
25-Oct-13,Jackass Presents: Bad Grandpa,Paramount Pictures / MTV Films / Dickhouse Productions,"Jeff Tremaine (director/screenplay); Johnny Knoxville, Spike Jonze (screenplay); Johnny Knoxville, Bam Margera, Steve-O, Jason Acuña, Chris Pontius, Preston Lacy, Dave England, Ehren McGhehey",
25-Oct-13,Spinning Plates,Film Arcade,"Joseph Levy (director/screenplay); Grant Achatz, Thomas Keller, Cindy Breitbach, Gabby Martinez, Mike Breitbach, Francisco Martinez",
1-Nov-13,Dallas Buyers Club,Focus Features,"Jean-Marc Vallée (director) Craig Borten, Melisa Wallack (screenplay); Matthew McConaughey, Jared Leto, Jennifer Garner, Dallas Roberts, Denis O'Hare, Steve Zahn, Griffin Dunne, Jane McNeill, James DuMont, Bradford Cox, Kevin Rankin, Matthew Thompson",
1-Nov-13,Ender's Game,Summit Entertainment / OddLot Entertainment,"Gavin Hood (director/screenplay); Asa Butterfield, Ben Kingsley, Harrison Ford, Hailee Steinfeld, Abigail Breslin, Viola Davis, Nonso Anozie",
1-Nov-13,Free Birds,Relativity Media / Reel FX Animation Studios,"Jimmy Hayward (director); Jimmy Hayward, Scott Mosier (screenplay); Reggie, Jake, Jenny, Lesley Nicol, George Takei, Colm Meaney, Keith David",
1-Nov-13,Last Vegas,CBS Films,"Jon Turteltaub (director); Dan Fogelman (screenplay); Robert De Niro, Morgan Freeman, Michael Douglas, Mary Steenburgen, Kevin Kline|, Ashley Spillers|style=""text-align:center;""| [246]",
8-Nov-13,The Book Thief,Fox 2000 Pictures,"Brian Percival (director); Michael Petroni (screenplay); Sophie Nélisse, Geoffrey Rush, Emily Watson",
11-Nov-13,The Hunger Games: Catching Fire,Lionsgate,"Francis Lawrence (director); Simon Beaufoy, Michael Arndt (screenplay); Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, Donald Sutherland, Philip Seymour Hoffman, Jeffrey Wright, Willow Shields, Sam Claflin, Jena Malone, Patrick St. Esprit",
15-Nov-13,The Best Man Holiday,Universal Pictures,"Malcolm D. Lee (director/screenplay); Taye Diggs, Nia Long, Morris Chestnut, Harold Perrineau, Terrence Howard, Regina Hall, Sanaa Lathan, Monica Calhoun, Melissa De Sousa, Eddie Cibrian, John Michael Higgins",
15-Nov-13,The Christmas Candle,EchoLight Studios,"John Stephenson (director); Candace Lee, Eric Newman, Max Lucado (screenplay); Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, James Cosmo, Susan Boyle, Barbara Flynn, John Hannah",
19-Nov-13,Frozen,Walt Disney Pictures / Walt Disney Animation Studios,"Chris Buck (director); Jennifer Lee (director/screenplay); Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Alan Tudyk, Santino Fontana, Chris Williams",
22-Nov-13,Contracted,IFC Films,"Eric England (director/screenplay); Najarra Townsend, Caroline Williams, Alice Macdonald",
22-Nov-13,Delivery Man,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment,"Ken Scott (director/screenplay); Cobie Smulders, Chris Pratt, Vince Vaughn",
22-Nov-13,Nebraska,Summit Entertainment / Paramount Vantage,"Alexander Payne (director); Bob Nelson (screenplay); Bruce Dern, Will Forte, Bob Odenkirk, Stacy Keach, June Squibb",
22-Nov-13,Philomena,The Weinstein Company / Pathé / BBC Films / BFI Film Forever,"Stephen Frears (director); Steve Coogan, Jeff Pope (screenplay); Judi Dench, Steve Coogan",
24-Nov-13,Anchorman 2: The Legend Continues,Paramount Pictures / Gary Sanchez Productions / Apatow Productions,"Adam McKay (director/screenplay); Will Ferrell (screenplay); Will Ferrell, Christina Applegate, Paul Rudd, David Koechner, Steve Carell",
27-Nov-13,Black Nativity,Fox Searchlight Pictures,"Kasi Lemmons (director/screenplay); Forest Whitaker, Angela Bassett, Tyrese Gibson, Jennifer Hudson, Mary J. Blige, Vondie Curtis-Hall, Nas, Rotimi, Jacob Latimore",
27-Nov-13,Grace of Monaco,The Weinstein Company,"Olivier Dahan (director); Arash Amel (screenplay); Nicole Kidman, Paz Vega, Tim Roth, Frank Langella, Parker Posey, Milo Ventimiglia, Derek Jacobi",
27-Nov-13,Homefront,Open Road Films / Millennium Films / Nu Image,"Gary Fleder (director); Sylvester Stallone (screenplay); Jason Statham, James Franco, Winona Ryder, Kate Bosworth, Frank Grillo",
27-Nov-13,Oldboy,FilmDistrict,"Spike Lee (director); Mark Protosevich (screenplay); Samuel L. Jackson, Elizabeth Olsen, Josh Brolin, Sharlto Copley",
29-Nov-13,Mandela: Long Walk to Freedom,The Weinstein Company,"Justin Chadwick (director); William Nicholson (screenplay); Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Zolani Mkiva, Jamie Bartlett, Lindiwe Matshikiza, Deon Lotz, Terry Pheto",
2-Dec-13,The Hobbit: The Desolation of Smaug,Warner Bros. Pictures / New Line Cinema / Metro-Goldwyn-Mayer,"Peter Jackson (director/screenplay); Fran Walsh, Philippa Boyens, Guillermo del Toro (screenplay); Martin Freeman, Ian McKellen, Richard Armitage, Benedict Cumberbatch, Orlando Bloom, Evangeline Lilly, Lee Pace, Luke Evans, Ken Stott, James Nesbitt",
6-Dec-13,Commitment,Well Go USA,"Park Hong-soo (director); Kim Soo-young (screenplay); Choi Seung-hyun, Han Ye-ri, Kim Yoo-jung",
6-Dec-13,Crave,Phase 4 Films,"Charles de Lauzirika (director/screenplay); Robert A. Lawton (screenplay); Josh Lawson, Emma Lung, Ron Perlman",
6-Dec-13,Inside Llewyn Davis,CBS Films,"Joel Coen, Ethan Coen (director/screenplay); Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund, F. Murray Abraham, Justin Timberlake",
6-Dec-13,The Last Days on Mars,Magnolia Pictures,"Ruairí Robinson (director); Liev Schreiber, Elias Koteas, Romola Garai, Goran Kostić, Johnny Harris, Tom Cullen, Yusra Warsama, Olivia Williams",
6-Dec-13,Out of the Furnace,Relativity Media / Scott Free Productions / Appian Way Productions,"Scott Cooper (director/screenplay); Christian Bale, Casey Affleck, Zoe Saldana, Sam Shepard, Woody Harrelson, Forest Whitaker, Willem Dafoe",
6-Dec-13,Swerve,Cohen Media Group,"Craig Lahiff (director); Emma Booth, Jason Clarke, David Lyons, Travis MacMahon, Vince Colosimo",
13-Dec-13,American Hustle,Columbia Pictures / Atlas Entertainment / Annapurna Pictures,"David O. Russell (director/screenplay); Eric Warren Singer (screenplay); Christian Bale, Bradley Cooper, Amy Adams, Jennifer Lawrence, Robert De Niro, Jeremy Renner, Louis C.K., Michael Peña, Jack Huston, Alessandro Nivola",
13-Dec-13,A Madea Christmas,Lionsgate / Tyler Perry Studios,"Tyler Perry (director/screenplay); Tyler Perry, Kathy Najimy, Chad Michael Murray, Anna Maria Horsford, Tika Sumpter, Eric Lively, JR Lemon, Alicia Witt, Lisa Whelchel, Larry the Cable Guy",
13-Dec-13,Saving Mr. Banks,Walt Disney Pictures,"John Lee Hancock (director); Kelly Marcel, Sue Smith (screenplay); Tom Hanks, Emma Thompson, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford",
17-Dec-13,The Wolf of Wall Street,Paramount Pictures / Red Granite Pictures,"Martin Scorsese (director); Terence Winter (screenplay); Leonardo DiCaprio, Jonah Hill, Matthew McConaughey, Kyle Chandler, Jean Dujardin, Margot Robbie, Jon Bernthal, Rob Reiner, P. J. Byrne",
18-Dec-13,Her,Warner Bros. Pictures / Annapurna Pictures,"Spike Jonze (director/screenplay); Rooney Mara, Amy Adams, Samantha Morton, Joaquin Phoenix, Olivia Wilde, Chris Pratt",
